Term code,Term,Course number,Course title,Course section number,Instruction mode,Total enrollment
1198,Fall 2019,EXTR38630,Extragalactic Objects,EXTR38630_1,In-Person,1
1202,Jan-20,EXTR38630,Extragalactic Objects,EXTR38630_1,In-Person,1
1204,Spring 2020,EXTR38630,Extragalactic Objects,EXTR38630_1,In-Person,1
1204,Spring 2020,EXTR38630,Extragalactic Objects,EXTR38630_2,Online,1
1204,Spring 2020,EXTR38630,Extragalactic Objects,EXTR38630_3,In-Person,1
1206,Summer 2020,EXTR38630,Extragalactic Objects,EXTR38630_1,In-Person,117
1206,Summer 2020,EXTR38630,Extragalactic Objects,EXTR38630_2,In-Person,1
1208,Fall 2020,EXTR38630,Extragalactic Objects,EXTR38630_1,In-Person,53
1208,Fall 2020,EXTR38630,Extragalactic Objects,EXTR38630_2,In-Person,21
1208,Fall 2020,EXTR38630,Extragalactic Objects,EXTR38630_3,In-Person,1
1212,Jan-21,EXTR38630,Extragalactic Objects,EXTR38630_1,In-Person,109
1212,Jan-21,EXTR38630,Extragalactic Objects,EXTR38630_2,In-Person,1
1212,Jan-21,EXTR38630,Extragalactic Objects,EXTR38630_3,In-Person,131
1214,Spring 2021,EXTR38630,Extragalactic Objects,EXTR38630_1,Blended (Online & In-Person),112
1216,Summer 2021,EXTR38630,Extragalactic Objects,EXTR38630_1,In-Person,1
1218,Fall 2021,EXTR38630,Extragalactic Objects,EXTR38630_1,Online Hybrid,33
1218,Fall 2021,EXTR38630,Extragalactic Objects,EXTR38630_2,In-Person,67
1218,Fall 2021,EXTR38630,Extragalactic Objects,EXTR38630_3,In-Person,62
1222,Jan-22,EXTR38630,Extragalactic Objects,EXTR38630_1,In-Person,57
1224,Spring 2022,EXTR38630,Extragalactic Objects,EXTR38630_1,Blended (Online & In-Person),55
1224,Spring 2022,EXTR38630,Extragalactic Objects,EXTR38630_2,In-Person,1
1226,Summer 2022,EXTR38630,Extragalactic Objects,EXTR38630_1,In-Person,1
1226,Summer 2022,EXTR38630,Extragalactic Objects,EXTR38630_2,In-Person,7
1226,Summer 2022,EXTR38630,Extragalactic Objects,EXTR38630_3,In-Person,33
1228,Fall 2022,EXTR38630,Extragalactic Objects,EXTR38630_1,Blended (Online & In-Person),85
1232,Jan-23,EXTR38630,Extragalactic Objects,EXTR38630_1,In-Person,79
1234,Spring 2023,EXTR38630,Extragalactic Objects,EXTR38630_1,In-Person,91
1234,Spring 2023,EXTR38630,Extragalactic Objects,EXTR38630_2,In-Person,46
1234,Spring 2023,EXTR38630,Extragalactic Objects,EXTR38630_3,In-Person,34
904,Spring 1990,MILK56869,The Milky Way,MILK56869_1,In-Person,55
904,Spring 1990,MILK56869,The Milky Way,MILK56869_2,In-Person,28
906,Summer 1990,MILK56869,The Milky Way,MILK56869_1,In-Person,6
906,Summer 1990,MILK56869,The Milky Way,MILK56869_2,Online Hybrid,95
908,Fall 1990,MILK56869,The Milky Way,MILK56869_1,In-Person,117
914,Spring 1991,MILK56869,The Milky Way,MILK56869_1,In-Person,23
916,Summer 1991,MILK56869,The Milky Way,MILK56869_1,Online,90
916,Summer 1991,MILK56869,The Milky Way,MILK56869_2,Online,24
918,Fall 1991,MILK56869,The Milky Way,MILK56869_1,In-Person,50
918,Fall 1991,MILK56869,The Milky Way,MILK56869_2,Blended (Online & In-Person),1
924,Spring 1992,MILK56869,The Milky Way,MILK56869_1,Online Hybrid,18
924,Spring 1992,MILK56869,The Milky Way,MILK56869_2,In-Person,1
926,Summer 1992,MILK56869,The Milky Way,MILK56869_1,In-Person,59
926,Summer 1992,MILK56869,The Milky Way,MILK56869_2,In-Person,139
926,Summer 1992,MILK56869,The Milky Way,MILK56869_3,In-Person,84
928,Fall 1992,MILK56869,The Milky Way,MILK56869_1,In-Person,158
928,Fall 1992,MILK56869,The Milky Way,MILK56869_2,In-Person,1
928,Fall 1992,MILK56869,The Milky Way,MILK56869_3,Independent Studies,1
934,Spring 1993,MILK56869,The Milky Way,MILK56869_1,In-Person,1
934,Spring 1993,MILK56869,The Milky Way,MILK56869_2,In-Person,7
936,Summer 1993,MILK56869,The Milky Way,MILK56869_1,Online,50
936,Summer 1993,MILK56869,The Milky Way,MILK56869_2,In-Person,1
936,Summer 1993,MILK56869,The Milky Way,MILK56869_3,Online,43
938,Fall 1993,MILK56869,The Milky Way,MILK56869_1,In-Person,19
938,Fall 1993,MILK56869,The Milky Way,MILK56869_2,Independent Studies,24
944,Spring 1994,MILK56869,The Milky Way,MILK56869_1,In-Person,1
946,Summer 1994,MILK56869,The Milky Way,MILK56869_1,In-Person,83
946,Summer 1994,MILK56869,The Milky Way,MILK56869_2,In-Person,189
948,Fall 1994,MILK56869,The Milky Way,MILK56869_1,Online,1
948,Fall 1994,MILK56869,The Milky Way,MILK56869_2,Online,51
948,Fall 1994,MILK56869,The Milky Way,MILK56869_3,Online,119
954,Spring 1995,MILK56869,The Milky Way,MILK56869_1,In-Person,1
954,Spring 1995,MILK56869,The Milky Way,MILK56869_2,In-Person,18
956,Summer 1995,MILK56869,The Milky Way,MILK56869_1,In-Person,107
956,Summer 1995,MILK56869,The Milky Way,MILK56869_2,In-Person,1
956,Summer 1995,MILK56869,The Milky Way,MILK56869_3,In-Person,1
958,Fall 1995,MILK56869,The Milky Way,MILK56869_1,In-Person,1
958,Fall 1995,MILK56869,The Milky Way,MILK56869_2,In-Person,1
964,Spring 1996,MILK56869,The Milky Way,MILK56869_1,Independent Studies,16
964,Spring 1996,MILK56869,The Milky Way,MILK56869_2,In-Person,1
964,Spring 1996,MILK56869,The Milky Way,MILK56869_3,In-Person,3
966,Summer 1996,MILK56869,The Milky Way,MILK56869_1,In-Person,8
966,Summer 1996,MILK56869,The Milky Way,MILK56869_2,In-Person,1
968,Fall 1996,MILK56869,The Milky Way,MILK56869_1,In-Person,66
974,Spring 1997,MILK56869,The Milky Way,MILK56869_1,In-Person,66
974,Spring 1997,MILK56869,The Milky Way,MILK56869_2,In-Person,190
976,Summer 1997,MILK56869,The Milky Way,MILK56869_1,Online,58
976,Summer 1997,MILK56869,The Milky Way,MILK56869_2,In-Person,1
976,Summer 1997,MILK56869,The Milky Way,MILK56869_3,In-Person,1
978,Fall 1997,MILK56869,The Milky Way,MILK56869_1,In-Person,86
978,Fall 1997,MILK56869,The Milky Way,MILK56869_2,In-Person,1
984,Spring 1998,MILK56869,The Milky Way,MILK56869_1,In-Person,81
984,Spring 1998,MILK56869,The Milky Way,MILK56869_2,In-Person,34
986,Summer 1998,MILK56869,The Milky Way,MILK56869_1,Online Hybrid,134
988,Fall 1998,MILK56869,The Milky Way,MILK56869_1,In-Person,1
994,Spring 1999,MILK56869,The Milky Way,MILK56869_1,In-Person,1
994,Spring 1999,MILK56869,The Milky Way,MILK56869_2,In-Person,68
994,Spring 1999,MILK56869,The Milky Way,MILK56869_3,In-Person,78
996,Summer 1999,MILK56869,The Milky Way,MILK56869_1,In-Person,166
996,Summer 1999,MILK56869,The Milky Way,MILK56869_2,In-Person,1
998,Fall 1999,MILK56869,The Milky Way,MILK56869_1,Online Hybrid,1
998,Fall 1999,MILK56869,The Milky Way,MILK56869_2,In-Person,68
998,Fall 1999,MILK56869,The Milky Way,MILK56869_3,Online,104
1004,Spring 2000,MILK56869,The Milky Way,MILK56869_1,Blended (Online & In-Person),70
1006,Summer 2000,MILK56869,The Milky Way,MILK56869_1,Online,14
1006,Summer 2000,MILK56869,The Milky Way,MILK56869_2,Independent Studies,38
1006,Summer 2000,MILK56869,The Milky Way,MILK56869_3,In-Person,154
1008,Fall 2000,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1008,Fall 2000,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1008,Fall 2000,MILK56869,The Milky Way,MILK56869_3,In-Person,105
1014,Spring 2001,MILK56869,The Milky Way,MILK56869_1,In-Person,85
1014,Spring 2001,MILK56869,The Milky Way,MILK56869_2,Online Hybrid,1
1014,Spring 2001,MILK56869,The Milky Way,MILK56869_3,In-Person,37
1016,Summer 2001,MILK56869,The Milky Way,MILK56869_1,Online,114
1016,Summer 2001,MILK56869,The Milky Way,MILK56869_2,Online,1
1018,Fall 2001,MILK56869,The Milky Way,MILK56869_1,In-Person,81
1018,Fall 2001,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1018,Fall 2001,MILK56869,The Milky Way,MILK56869_3,In-Person,37
1024,Spring 2002,MILK56869,The Milky Way,MILK56869_1,Blended (Online & In-Person),127
1024,Spring 2002,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1024,Spring 2002,MILK56869,The Milky Way,MILK56869_3,In-Person,1
1026,Summer 2002,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1026,Summer 2002,MILK56869,The Milky Way,MILK56869_2,In-Person,45
1026,Summer 2002,MILK56869,The Milky Way,MILK56869_3,In-Person,1
1028,Fall 2002,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1028,Fall 2002,MILK56869,The Milky Way,MILK56869_2,Online,3
1028,Fall 2002,MILK56869,The Milky Way,MILK56869_3,In-Person,62
1034,Spring 2003,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1034,Spring 2003,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1036,Summer 2003,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1038,Fall 2003,MILK56869,The Milky Way,MILK56869_1,In-Person,114
1038,Fall 2003,MILK56869,The Milky Way,MILK56869_2,Independent Studies,22
1044,Spring 2004,MILK56869,The Milky Way,MILK56869_1,In-Person,53
1044,Spring 2004,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1044,Spring 2004,MILK56869,The Milky Way,MILK56869_3,Online Hybrid,1
1046,Summer 2004,MILK56869,The Milky Way,MILK56869_1,Online,46
1048,Fall 2004,MILK56869,The Milky Way,MILK56869_1,In-Person,49
1048,Fall 2004,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1048,Fall 2004,MILK56869,The Milky Way,MILK56869_3,In-Person,41
1054,Spring 2005,MILK56869,The Milky Way,MILK56869_1,In-Person,81
1054,Spring 2005,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1056,Summer 2005,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1058,Fall 2005,MILK56869,The Milky Way,MILK56869_1,Online,72
1058,Fall 2005,MILK56869,The Milky Way,MILK56869_2,In-Person,133
1058,Fall 2005,MILK56869,The Milky Way,MILK56869_3,In-Person,54
1064,Spring 2006,MILK56869,The Milky Way,MILK56869_1,In-Person,24
1064,Spring 2006,MILK56869,The Milky Way,MILK56869_2,Blended (Online & In-Person),1
1066,Summer 2006,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1068,Fall 2006,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1068,Fall 2006,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1074,Spring 2007,MILK56869,The Milky Way,MILK56869_1,In-Person,64
1076,Summer 2007,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1076,Summer 2007,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1078,Fall 2007,MILK56869,The Milky Way,MILK56869_1,In-Person,55
1082,Jan-08,MILK56869,The Milky Way,MILK56869_1,Blended (Online & In-Person),81
1082,Jan-08,MILK56869,The Milky Way,MILK56869_2,In-Person,158
1084,Spring 2008,MILK56869,The Milky Way,MILK56869_1,Independent Studies,1
1084,Spring 2008,MILK56869,The Milky Way,MILK56869_2,In-Person,64
1086,Summer 2008,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1086,Summer 2008,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1088,Fall 2008,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1088,Fall 2008,MILK56869,The Milky Way,MILK56869_2,Online,9
1088,Fall 2008,MILK56869,The Milky Way,MILK56869_3,Blended (Online & In-Person),55
1092,Jan-09,MILK56869,The Milky Way,MILK56869_1,In-Person,29
1092,Jan-09,MILK56869,The Milky Way,MILK56869_2,In-Person,78
1094,Spring 2009,MILK56869,The Milky Way,MILK56869_1,Online Hybrid,7
1094,Spring 2009,MILK56869,The Milky Way,MILK56869_2,Blended (Online & In-Person),1
1094,Spring 2009,MILK56869,The Milky Way,MILK56869_3,Online,55
1096,Summer 2009,MILK56869,The Milky Way,MILK56869_1,Blended (Online & In-Person),1
1096,Summer 2009,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1096,Summer 2009,MILK56869,The Milky Way,MILK56869_3,Independent Studies,1
1098,Fall 2009,MILK56869,The Milky Way,MILK56869_1,Independent Studies,1
1102,Jan-10,MILK56869,The Milky Way,MILK56869_1,In-Person,140
1104,Spring 2010,MILK56869,The Milky Way,MILK56869_1,Blended (Online & In-Person),1
1104,Spring 2010,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1106,Summer 2010,MILK56869,The Milky Way,MILK56869_1,Online,76
1108,Fall 2010,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1108,Fall 2010,MILK56869,The Milky Way,MILK56869_2,In-Person,22
1112,Jan-11,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1114,Spring 2011,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1116,Summer 2011,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1116,Summer 2011,MILK56869,The Milky Way,MILK56869_2,Online,25
1116,Summer 2011,MILK56869,The Milky Way,MILK56869_3,Independent Studies,28
1118,Fall 2011,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1122,Jan-12,MILK56869,The Milky Way,MILK56869_1,Online,118
1122,Jan-12,MILK56869,The Milky Way,MILK56869_2,Online,1
1124,Spring 2012,MILK56869,The Milky Way,MILK56869_1,Online,1
1124,Spring 2012,MILK56869,The Milky Way,MILK56869_2,In-Person,55
1124,Spring 2012,MILK56869,The Milky Way,MILK56869_3,Online,106
1126,Summer 2012,MILK56869,The Milky Way,MILK56869_1,In-Person,140
1126,Summer 2012,MILK56869,The Milky Way,MILK56869_2,Online,39
1126,Summer 2012,MILK56869,The Milky Way,MILK56869_3,In-Person,56
1128,Fall 2012,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1128,Fall 2012,MILK56869,The Milky Way,MILK56869_2,Blended (Online & In-Person),170
1132,Jan-13,MILK56869,The Milky Way,MILK56869_1,In-Person,123
1132,Jan-13,MILK56869,The Milky Way,MILK56869_2,Online,1
1134,Spring 2013,MILK56869,The Milky Way,MILK56869_1,In-Person,189
1136,Summer 2013,MILK56869,The Milky Way,MILK56869_1,In-Person,177
1138,Fall 2013,MILK56869,The Milky Way,MILK56869_1,Blended (Online & In-Person),1
1138,Fall 2013,MILK56869,The Milky Way,MILK56869_2,Independent Studies,1
1138,Fall 2013,MILK56869,The Milky Way,MILK56869_3,In-Person,3
1142,Jan-14,MILK56869,The Milky Way,MILK56869_1,In-Person,47
1144,Spring 2014,MILK56869,The Milky Way,MILK56869_1,In-Person,267
1144,Spring 2014,MILK56869,The Milky Way,MILK56869_2,Online,1
1146,Summer 2014,MILK56869,The Milky Way,MILK56869_1,In-Person,73
1146,Summer 2014,MILK56869,The Milky Way,MILK56869_2,Blended (Online & In-Person),1
1146,Summer 2014,MILK56869,The Milky Way,MILK56869_3,In-Person,1
1148,Fall 2014,MILK56869,The Milky Way,MILK56869_1,In-Person,74
1148,Fall 2014,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1152,Jan-15,MILK56869,The Milky Way,MILK56869_1,Independent Studies,134
1154,Spring 2015,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1156,Summer 2015,MILK56869,The Milky Way,MILK56869_1,Blended (Online & In-Person),1
1156,Summer 2015,MILK56869,The Milky Way,MILK56869_2,In-Person,37
1158,Fall 2015,MILK56869,The Milky Way,MILK56869_1,Online Hybrid,144
1162,Jan-16,MILK56869,The Milky Way,MILK56869_1,In-Person,50
1164,Spring 2016,MILK56869,The Milky Way,MILK56869_1,Online,1
1166,Summer 2016,MILK56869,The Milky Way,MILK56869_1,In-Person,69
1166,Summer 2016,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1166,Summer 2016,MILK56869,The Milky Way,MILK56869_3,In-Person,1
1168,Fall 2016,MILK56869,The Milky Way,MILK56869_1,Online,124
1172,Jan-17,MILK56869,The Milky Way,MILK56869_1,In-Person,41
1172,Jan-17,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1172,Jan-17,MILK56869,The Milky Way,MILK56869_3,In-Person,12
1174,Spring 2017,MILK56869,The Milky Way,MILK56869_1,In-Person,73
1174,Spring 2017,MILK56869,The Milky Way,MILK56869_2,In-Person,64
1174,Spring 2017,MILK56869,The Milky Way,MILK56869_3,In-Person,195
1176,Summer 2017,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1176,Summer 2017,MILK56869,The Milky Way,MILK56869_2,In-Person,88
1176,Summer 2017,MILK56869,The Milky Way,MILK56869_3,In-Person,108
1178,Fall 2017,MILK56869,The Milky Way,MILK56869_1,In-Person,66
1182,Jan-18,MILK56869,The Milky Way,MILK56869_1,In-Person,71
1184,Spring 2018,MILK56869,The Milky Way,MILK56869_1,Online,97
1184,Spring 2018,MILK56869,The Milky Way,MILK56869_2,In-Person,31
1186,Summer 2018,MILK56869,The Milky Way,MILK56869_1,In-Person,28
1186,Summer 2018,MILK56869,The Milky Way,MILK56869_2,Blended (Online & In-Person),1
1186,Summer 2018,MILK56869,The Milky Way,MILK56869_3,Online,103
1188,Fall 2018,MILK56869,The Milky Way,MILK56869_1,Online,48
1188,Fall 2018,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1188,Fall 2018,MILK56869,The Milky Way,MILK56869_3,In-Person,1
1192,Jan-19,MILK56869,The Milky Way,MILK56869_1,In-Person,79
1192,Jan-19,MILK56869,The Milky Way,MILK56869_2,Online,26
1194,Spring 2019,MILK56869,The Milky Way,MILK56869_1,In-Person,38
1196,Summer 2019,MILK56869,The Milky Way,MILK56869_1,Online Hybrid,1
1198,Fall 2019,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1198,Fall 2019,MILK56869,The Milky Way,MILK56869_2,In-Person,102
1198,Fall 2019,MILK56869,The Milky Way,MILK56869_3,Online,21
1202,Jan-20,MILK56869,The Milky Way,MILK56869_1,Online Hybrid,159
1202,Jan-20,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1204,Spring 2020,MILK56869,The Milky Way,MILK56869_1,Online Hybrid,1
1204,Spring 2020,MILK56869,The Milky Way,MILK56869_2,Independent Studies,74
1206,Summer 2020,MILK56869,The Milky Way,MILK56869_1,In-Person,8
1208,Fall 2020,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1208,Fall 2020,MILK56869,The Milky Way,MILK56869_2,Independent Studies,1
1212,Jan-21,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1214,Spring 2021,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1214,Spring 2021,MILK56869,The Milky Way,MILK56869_2,Online,70
1216,Summer 2021,MILK56869,The Milky Way,MILK56869_1,In-Person,82
1218,Fall 2021,MILK56869,The Milky Way,MILK56869_1,Online,1
1218,Fall 2021,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1218,Fall 2021,MILK56869,The Milky Way,MILK56869_3,In-Person,51
1222,Jan-22,MILK56869,The Milky Way,MILK56869_1,Online,1
1224,Spring 2022,MILK56869,The Milky Way,MILK56869_1,In-Person,68
1224,Spring 2022,MILK56869,The Milky Way,MILK56869_2,In-Person,107
1224,Spring 2022,MILK56869,The Milky Way,MILK56869_3,In-Person,1
1226,Summer 2022,MILK56869,The Milky Way,MILK56869_1,In-Person,10
1226,Summer 2022,MILK56869,The Milky Way,MILK56869_2,In-Person,157
1226,Summer 2022,MILK56869,The Milky Way,MILK56869_3,In-Person,52
1228,Fall 2022,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1228,Fall 2022,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1232,Jan-23,MILK56869,The Milky Way,MILK56869_1,In-Person,42
1232,Jan-23,MILK56869,The Milky Way,MILK56869_2,Online Hybrid,61
1232,Jan-23,MILK56869,The Milky Way,MILK56869_3,In-Person,1
1234,Spring 2023,MILK56869,The Milky Way,MILK56869_1,In-Person,1
1234,Spring 2023,MILK56869,The Milky Way,MILK56869_2,In-Person,1
1234,Spring 2023,MILK56869,The Milky Way,MILK56869_3,In-Person,38
904,Spring 1990,GALA40097,Galactic Evolution,GALA40097_1,Independent Studies,1
904,Spring 1990,GALA40097,Galactic Evolution,GALA40097_2,Blended (Online & In-Person),1
906,Summer 1990,GALA40097,Galactic Evolution,GALA40097_1,Online Hybrid,131
906,Summer 1990,GALA40097,Galactic Evolution,GALA40097_2,In-Person,5
906,Summer 1990,GALA40097,Galactic Evolution,GALA40097_3,In-Person,1
908,Fall 1990,GALA40097,Galactic Evolution,GALA40097_1,In-Person,1
908,Fall 1990,GALA40097,Galactic Evolution,GALA40097_2,In-Person,1
908,Fall 1990,GALA40097,Galactic Evolution,GALA40097_3,In-Person,26
914,Spring 1991,GALA40097,Galactic Evolution,GALA40097_1,In-Person,72
914,Spring 1991,GALA40097,Galactic Evolution,GALA40097_2,In-Person,1
914,Spring 1991,GALA40097,Galactic Evolution,GALA40097_3,In-Person,132
916,Summer 1991,GALA40097,Galactic Evolution,GALA40097_1,Online,20
918,Fall 1991,GALA40097,Galactic Evolution,GALA40097_1,Online Hybrid,1
918,Fall 1991,GALA40097,Galactic Evolution,GALA40097_2,In-Person,1
918,Fall 1991,GALA40097,Galactic Evolution,GALA40097_3,In-Person,148
924,Spring 1992,GALA40097,Galactic Evolution,GALA40097_1,In-Person,8
924,Spring 1992,GALA40097,Galactic Evolution,GALA40097_2,In-Person,1
926,Summer 1992,GALA40097,Galactic Evolution,GALA40097_1,Online Hybrid,4
926,Summer 1992,GALA40097,Galactic Evolution,GALA40097_2,In-Person,1
928,Fall 1992,GALA40097,Galactic Evolution,GALA40097_1,In-Person,1
928,Fall 1992,GALA40097,Galactic Evolution,GALA40097_2,In-Person,115
934,Spring 1993,GALA40097,Galactic Evolution,GALA40097_1,Independent Studies,5
934,Spring 1993,GALA40097,Galactic Evolution,GALA40097_2,In-Person,1
934,Spring 1993,GALA40097,Galactic Evolution,GALA40097_3,In-Person,62
936,Summer 1993,GALA40097,Galactic Evolution,GALA40097_1,Independent Studies,10
936,Summer 1993,GALA40097,Galactic Evolution,GALA40097_2,In-Person,1
938,Fall 1993,GALA40097,Galactic Evolution,GALA40097_1,In-Person,1
938,Fall 1993,GALA40097,Galactic Evolution,GALA40097_2,In-Person,75
944,Spring 1994,GALA40097,Galactic Evolution,GALA40097_1,In-Person,1
946,Summer 1994,GALA40097,Galactic Evolution,GALA40097_1,In-Person,8
948,Fall 1994,GALA40097,Galactic Evolution,GALA40097_1,Independent Studies,72
948,Fall 1994,GALA40097,Galactic Evolution,GALA40097_2,In-Person,77
948,Fall 1994,GALA40097,Galactic Evolution,GALA40097_3,In-Person,105
954,Spring 1995,GALA40097,Galactic Evolution,GALA40097_1,Online Hybrid,14
954,Spring 1995,GALA40097,Galactic Evolution,GALA40097_2,In-Person,53
954,Spring 1995,GALA40097,Galactic Evolution,GALA40097_3,In-Person,1
956,Summer 1995,GALA40097,Galactic Evolution,GALA40097_1,In-Person,24
956,Summer 1995,GALA40097,Galactic Evolution,GALA40097_2,In-Person,50
