Fake ID,Academic plan code,Academic plan,Degree,Career number,Admit term code,Admit term,Total transferred units,Start effective term code,Start effective term,Completion term code,End effective term code,Semesters,Degree awarded
297,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1006,Summer 2000,36,1006,Summer 2000,1018,1018,5,
298,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1104,Spring 2010,11,1104,Spring 2010,1114,1114,4,AAS
299,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1018,Fall 2001,16,1018,Fall 2001,1032,1032,5,AAS
299,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),2,968,Fall 1996,0,968,Fall 1996,1008,1008,16,BA
300,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1164,Spring 2016,9,1164,Spring 2016,1216,1216,21,
300,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,968,Fall 1996,0,968,Fall 1996,1028,1028,24,BA
301,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1108,Fall 2010,60,1108,Fall 2010,1126,1126,7,
301,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1144,Spring 2014,44,1144,Spring 2014,1152,1152,3,
302,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1018,Fall 2001,30,1018,Fall 2001,1056,1056,15,
302,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1164,Spring 2016,41,1164,Spring 2016,1186,1186,9,
302,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),3,1168,Fall 2016,76,1168,Fall 2016,1192,1192,9,
303,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1158,Fall 2015,20,1158,Fall 2015,1192,1192,13,BS
304,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1124,Spring 2012,70,1124,Spring 2012,1142,1142,7,AA
304,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),2,994,Spring 1999,14,994,Spring 1999,1054,1054,24,BS
305,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1178,Fall 2017,28,1178,Fall 2017,1212,1212,13,BS
305,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,1128,Fall 2012,26,1128,Fall 2012,1164,1164,14,
306,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,954,Spring 1995,3,954,Spring 1995,964,964,4,
307,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,1218,Fall 2021,45,1218,Fall 2021,1236,1236,7,
307,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),2,986,Summer 1998,16,986,Summer 1998,1016,1016,12,BS
308,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1138,Fall 2013,17,1138,Fall 2013,1162,1162,9,AAS
309,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1158,Fall 2015,0,1158,Fall 2015,1164,1164,2,AA
310,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1114,Spring 2011,50,1114,Spring 2011,1122,1122,3,
310,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,1124,Spring 2012,15,1124,Spring 2012,1146,1146,9,AAS
310,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),3,1198,Fall 2019,15,1198,Fall 2019,1208,1208,4,
311,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1208,Fall 2020,0,1208,Fall 2020,1264,1264,22,BA
311,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1154,Spring 2015,41,1154,Spring 2015,1168,1168,6,
311,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),3,1094,Spring 2009,1,1094,Spring 2009,1148,1148,22,
312,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1208,Fall 2020,0,1208,Fall 2020,1264,1264,22,
312,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1158,Fall 2015,40,1158,Fall 2015,1176,1176,7,AAS
313,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1078,Fall 2007,46,1078,Fall 2007,1092,1092,5,AA
313,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1098,Fall 2009,6,1098,Fall 2009,1158,1158,24,
313,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),3,1124,Spring 2012,36,1124,Spring 2012,1152,1152,11,BA
314,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1046,Summer 2004,26,1046,Summer 2004,1098,1098,21,
314,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,1224,Spring 2022,0,1224,Spring 2022,1272,1272,19,
315,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1116,Summer 2011,30,1116,Summer 2011,1142,1142,10,
315,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1068,Fall 2006,10,1068,Fall 2006,1124,1124,22,BA
316,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1158,Fall 2015,12,1158,Fall 2015,1184,1184,10,AA
317,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1154,Spring 2015,12,1154,Spring 2015,1182,1182,11,BS
318,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1066,Summer 2006,3,1066,Summer 2006,1124,1124,23,
318,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1138,Fall 2013,26,1138,Fall 2013,1152,1152,5,
318,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),3,1148,Fall 2014,3,1148,Fall 2014,1182,1182,13,
319,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,948,Fall 1994,12,948,Fall 1994,982,982,13,
319,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,1148,Fall 2014,36,1148,Fall 2014,1194,1194,18,BA
320,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1116,Summer 2011,24,1116,Summer 2011,1122,1122,2,
320,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,1178,Fall 2017,47,1178,Fall 2017,1208,1208,12,BA
320,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),3,1096,Summer 2009,0,1096,Summer 2009,1126,1126,12,
321,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1114,Spring 2011,32,1114,Spring 2011,1122,1122,3,
322,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1108,Fall 2010,0,1108,Fall 2010,1124,1124,6,AA
322,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1168,Fall 2016,33,1168,Fall 2016,1188,1188,8,
323,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1218,Fall 2021,0,1218,Fall 2021,1222,1222,1,AA
323,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1184,Spring 2018,12,1184,Spring 2018,1206,1206,9,AA
323,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),3,1084,Spring 2008,18,1084,Spring 2008,1112,1112,11,
324,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1078,Fall 2007,21,1078,Fall 2007,1136,1136,23,
325,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,1154,Spring 2015,19,1154,Spring 2015,1188,1188,14,
325,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,1048,Fall 2004,36,1048,Fall 2004,1108,1108,24,BA
325,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),3,1158,Fall 2015,0,1158,Fall 2015,1194,1194,14,AA
326,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1138,Fall 2013,28,1138,Fall 2013,1176,1176,15,AAS
326,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1134,Spring 2013,31,1134,Spring 2013,1168,1168,14,BA
326,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1224,Spring 2022,33,1224,Spring 2022,1234,1234,4,
327,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1204,Spring 2020,0,1204,Spring 2020,1226,1226,9,BS
328,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1168,Fall 2016,39,1168,Fall 2016,1192,1192,9,
328,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,1166,Summer 2016,24,1166,Summer 2016,1178,1178,5,
329,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1218,Fall 2021,10,1218,Fall 2021,1244,1244,10,
329,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),2,1114,Spring 2011,7,1114,Spring 2011,1168,1168,22,BS
329,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),3,1024,Spring 2002,33,1024,Spring 2002,1038,1038,6,AA
330,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1126,Summer 2012,31,1126,Summer 2012,1132,1132,2,
331,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1124,Spring 2012,0,1124,Spring 2012,1168,1168,18,BS
331,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),2,984,Spring 1998,51,984,Spring 1998,1016,1016,13,BS
331,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),3,1138,Fall 2013,26,1138,Fall 2013,1164,1164,10,AAS
332,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,958,Fall 1995,0,958,Fall 1995,964,964,2,
332,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),2,1148,Fall 2014,23,1148,Fall 2014,1152,1152,1,
333,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1114,Spring 2011,12,1114,Spring 2011,1134,1134,8,AA
334,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1076,Summer 2007,8,1076,Summer 2007,1118,1118,17,
335,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1098,Fall 2009,0,1098,Fall 2009,1122,1122,9,
335,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1118,Fall 2011,30,1118,Fall 2011,1124,1124,2,
336,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1046,Summer 2004,53,1046,Summer 2004,1072,1072,10,AAS
336,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),2,1004,Spring 2000,15,1004,Spring 2000,1018,1018,6,
337,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1078,Fall 2007,21,1078,Fall 2007,1128,1128,20,BS
337,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,924,Spring 1992,21,924,Spring 1992,926,926,1,
337,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,986,Summer 1998,25,986,Summer 1998,1006,1006,8,AAS
338,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1138,Fall 2013,0,1138,Fall 2013,1142,1142,1,
338,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1118,Fall 2011,0,1118,Fall 2011,1156,1156,15,
339,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1214,Spring 2021,47,1214,Spring 2021,1238,1238,10,
339,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1096,Summer 2009,46,1096,Summer 2009,1136,1136,16,BA
339,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),3,1138,Fall 2013,20,1138,Fall 2013,1174,1174,14,AA
340,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,944,Spring 1994,0,944,Spring 1994,978,978,14,
340,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),2,1218,Fall 2021,43,1218,Fall 2021,1262,1262,17,
340,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),3,1198,Fall 2019,14,1198,Fall 2019,1226,1226,11,AA
341,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1006,Summer 2000,31,1006,Summer 2000,1036,1036,12,
341,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1154,Spring 2015,24,1154,Spring 2015,1174,1174,8,AA
342,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1108,Fall 2010,31,1108,Fall 2010,1116,1116,3,
343,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1078,Fall 2007,44,1078,Fall 2007,1088,1088,4,
343,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),2,1186,Summer 2018,17,1186,Summer 2018,1204,1204,7,
344,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,1174,Spring 2017,20,1174,Spring 2017,1224,1224,20,
344,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1174,Spring 2017,47,1174,Spring 2017,1178,1178,2,
344,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1164,Spring 2016,21,1164,Spring 2016,1216,1216,21,BS
345,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1108,Fall 2010,28,1108,Fall 2010,1132,1132,9,
346,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1088,Fall 2008,9,1088,Fall 2008,1114,1114,10,AA
347,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1154,Spring 2015,48,1154,Spring 2015,1192,1192,15,BS
347,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1176,Summer 2017,29,1176,Summer 2017,1206,1206,12,AA
348,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1088,Fall 2008,44,1088,Fall 2008,1132,1132,17,
348,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,1124,Spring 2012,14,1124,Spring 2012,1186,1186,25,
349,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1118,Fall 2011,28,1118,Fall 2011,1126,1126,3,BA
349,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1118,Fall 2011,25,1118,Fall 2011,1154,1154,14,AAS
349,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),3,958,Fall 1995,15,958,Fall 1995,1004,1004,18,
350,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,926,Summer 1992,25,926,Summer 1992,974,974,19,BA
351,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1198,Fall 2019,31,1198,Fall 2019,1248,1248,20,
352,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1148,Fall 2014,2,1148,Fall 2014,1158,1158,4,AA
352,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1088,Fall 2008,38,1088,Fall 2008,1102,1102,5,AAS
352,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),3,1094,Spring 2009,19,1094,Spring 2009,1124,1124,12,
353,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1138,Fall 2013,35,1138,Fall 2013,1166,1166,11,
354,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1126,Summer 2012,78,1126,Summer 2012,1128,1128,1,AAS
354,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1214,Spring 2021,4,1214,Spring 2021,1248,1248,14,
355,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1208,Fall 2020,5,1208,Fall 2020,1212,1212,1,BA
355,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,1154,Spring 2015,0,1154,Spring 2015,1188,1188,14,AAS
355,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,1074,Spring 2007,0,1074,Spring 2007,1132,1132,23,BA
356,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1224,Spring 2022,8,1224,Spring 2022,1236,1236,5,
357,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1198,Fall 2019,20,1198,Fall 2019,1218,1218,8,
357,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1138,Fall 2013,37,1138,Fall 2013,1178,1178,16,BA
358,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1158,Fall 2015,12,1158,Fall 2015,1178,1178,8,AAS
358,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),2,1118,Fall 2011,50,1118,Fall 2011,1152,1152,13,BA
358,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),3,1018,Fall 2001,0,1018,Fall 2001,1032,1032,5,
359,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1146,Summer 2014,25,1146,Summer 2014,1212,1212,26,
360,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1176,Summer 2017,36,1176,Summer 2017,1204,1204,11,AA
360,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1096,Summer 2009,16,1096,Summer 2009,1142,1142,18,BA
360,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),3,1128,Fall 2012,27,1128,Fall 2012,1164,1164,14,AA
361,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1206,Summer 2020,50,1206,Summer 2020,1216,1216,4,
361,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1118,Fall 2011,0,1118,Fall 2011,1162,1162,17,BA
362,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),1,1158,Fall 2015,0,1158,Fall 2015,1188,1188,12,BS
362,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1134,Spring 2013,57,1134,Spring 2013,1148,1148,6,BA
363,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1048,Fall 2004,45,1048,Fall 2004,1078,1078,12,
363,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,1208,Fall 2020,0,1208,Fall 2020,1228,1228,8,
363,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),3,1178,Fall 2017,31,1178,Fall 2017,1206,1206,11,BA
364,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1118,Fall 2011,45,1118,Fall 2011,1134,1134,6,
364,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1066,Summer 2006,27,1066,Summer 2006,1092,1092,10,
365,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1078,Fall 2007,49,1078,Fall 2007,1106,1106,11,AA
366,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1164,Spring 2016,9,1164,Spring 2016,1204,1204,16,BS
366,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1026,Summer 2002,36,1026,Summer 2002,1036,1036,4,
367,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1188,Fall 2018,6,1188,Fall 2018,1192,1192,1,
367,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),2,1036,Summer 2003,57,1036,Summer 2003,1058,1058,9,
367,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),3,1228,Fall 2022,31,1228,Fall 2022,1262,1262,13,AAS
368,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1128,Fall 2012,0,1128,Fall 2012,1174,1174,18,BA
368,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),2,1056,Summer 2005,36,1056,Summer 2005,1068,1068,5,BS
368,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1116,Summer 2011,19,1116,Summer 2011,1122,1122,2,BS
369,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1108,Fall 2010,29,1108,Fall 2010,1128,1128,8,
369,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1144,Spring 2014,5,1144,Spring 2014,1166,1166,9,
369,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),3,966,Summer 1996,32,966,Summer 1996,994,994,11,
370,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),1,1198,Fall 2019,0,1198,Fall 2019,1202,1202,1,
371,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1018,Fall 2001,34,1018,Fall 2001,1054,1054,14,AA
371,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1178,Fall 2017,38,1178,Fall 2017,1194,1194,6,
372,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1218,Fall 2021,50,1218,Fall 2021,1282,1282,25,BA
372,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),2,1224,Spring 2022,38,1224,Spring 2022,1266,1266,17,
372,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),3,1118,Fall 2011,25,1118,Fall 2011,1148,1148,12,BS
373,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),1,1044,Spring 2004,3,1044,Spring 2004,1056,1056,5,BS
373,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1128,Fall 2012,33,1128,Fall 2012,1158,1158,12,BA
374,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1118,Fall 2011,17,1118,Fall 2011,1182,1182,25,
374,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1168,Fall 2016,12,1168,Fall 2016,1196,1196,11,BS
374,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),3,1178,Fall 2017,63,1178,Fall 2017,1196,1196,7,
375,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,984,Spring 1998,25,984,Spring 1998,992,992,3,
375,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),2,1138,Fall 2013,62,1138,Fall 2013,1156,1156,7,BS
376,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1048,Fall 2004,37,1048,Fall 2004,1058,1058,4,
377,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1204,Spring 2020,10,1204,Spring 2020,1248,1248,18,BA
